provider_family,model_name,model_id,sample_index,sample_id,extracted_persona_rows,yes_count,selection_status,selected_persona_id,names
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,11,tiiuae__Falcon3_1B_Instruct__sample_011,3,1,selected,P1,"Amara Singh, Ravi Patel, Sofia Martinez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,12,tiiuae__Falcon3_1B_Instruct__sample_012,3,1,selected,P3,"Amina, Elijah, Sophia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,13,tiiuae__Falcon3_1B_Instruct__sample_013,3,0,ambiguous,,"Arya, Liam, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,14,tiiuae__Falcon3_1B_Instruct__sample_014,3,1,selected,P1,"Aisha, Nisha, Ravi"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,15,tiiuae__Falcon3_1B_Instruct__sample_015,3,1,selected,P1,"Maya Patel, Raj Singh, Aisha Khan"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,16,tiiuae__Falcon3_1B_Instruct__sample_016,3,1,selected,P1,"Maya Patel, Alex Chen, Sofia Rodriguez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,17,tiiuae__Falcon3_1B_Instruct__sample_017,3,1,selected,P1,"Amara Singh, Hiroshi Nakamura, Sofia Rodriguez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,18,tiiuae__Falcon3_1B_Instruct__sample_018,1,0,ambiguous,,Amara
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,19,tiiuae__Falcon3_1B_Instruct__sample_019,3,1,selected,P3,"Maya Patel, Carlos Torres, Sofia Rodriguez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,20,tiiuae__Falcon3_1B_Instruct__sample_020,3,1,selected,P2,"Amara Patel, Hassan Al-Qasimi, Sofia Vargas"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,21,tiiuae__Falcon3_1B_Instruct__sample_021,3,1,selected,P1,"Priya, Klaus, Yumi"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,22,tiiuae__Falcon3_1B_Instruct__sample_022,3,0,ambiguous,,"Sofia (32, Hiroshi (45, Maria (28"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,23,tiiuae__Falcon3_1B_Instruct__sample_023,3,0,ambiguous,,"Dr. Sofia Vega (35, Jamal Rivera (32, Maya Patel (40"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,24,tiiuae__Falcon3_1B_Instruct__sample_024,3,1,selected,P1,"Maya (25, Carlos (30, Sofia (35"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,25,tiiuae__Falcon3_1B_Instruct__sample_025,3,1,selected,P1,"Amina, Carlos, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,26,tiiuae__Falcon3_1B_Instruct__sample_026,3,1,selected,P1,"Ava Patel, Liam Nguyen, Sofia Garcia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,27,tiiuae__Falcon3_1B_Instruct__sample_027,0,0,no_personas_extracted,,
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,29,tiiuae__Falcon3_1B_Instruct__sample_029,3,1,selected,P3,"Maya Patel, Carlos Martinez, Sofia Garcia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,30,tiiuae__Falcon3_1B_Instruct__sample_030,3,1,selected,P2,"Maya Patel (25, Ravi Kumar (40, Li Wei (38"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,31,tiiuae__Falcon3_1B_Instruct__sample_031,3,1,selected,P3,"Dr. Sofia Alvarez, Alex Chen, Maria Rodriguez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,32,tiiuae__Falcon3_1B_Instruct__sample_032,3,1,selected,P3,"Alex (25, Mia (38, Carlos (22"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,33,tiiuae__Falcon3_1B_Instruct__sample_033,3,1,selected,P1,"Amara, Hiroshi, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,35,tiiuae__Falcon3_1B_Instruct__sample_035,3,1,selected,P2,"Amina, Leo, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,37,tiiuae__Falcon3_1B_Instruct__sample_037,3,1,selected,P2,"Amara Patel (24, Hiroshi Tanaka (45, Yumi Nakamura (30"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,38,tiiuae__Falcon3_1B_Instruct__sample_038,1,0,ambiguous,,Amina
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,39,tiiuae__Falcon3_1B_Instruct__sample_039,3,1,selected,P3,"Maya, Carlos, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,40,tiiuae__Falcon3_1B_Instruct__sample_040,3,1,selected,P1,"Amira, Carlos, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,41,tiiuae__Falcon3_1B_Instruct__sample_041,3,1,selected,P1,"Agnes, Alex, Carlos"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,42,tiiuae__Falcon3_1B_Instruct__sample_042,3,1,selected,P1,"Maya Patel, Liam Chen, Sofia Rodriguez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,43,tiiuae__Falcon3_1B_Instruct__sample_043,3,1,selected,P1,"Amara Rivera, Sofia Lopez, Zainab Al-Farsi"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,44,tiiuae__Falcon3_1B_Instruct__sample_044,3,1,selected,P1,"Luna, Aiden, Maya"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,45,tiiuae__Falcon3_1B_Instruct__sample_045,3,1,selected,P2,"Sanaa, Hiroshi, Maya"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,46,tiiuae__Falcon3_1B_Instruct__sample_046,0,0,no_personas_extracted,,
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,47,tiiuae__Falcon3_1B_Instruct__sample_047,3,1,selected,P1,"Maya Patel, Alex Rivera, Sofia Ramirez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,48,tiiuae__Falcon3_1B_Instruct__sample_048,3,1,selected,P1,"Sophia (24, Liam (25, Aamina (26"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,49,tiiuae__Falcon3_1B_Instruct__sample_049,3,0,refusal,,"Maya Patel (25, Rajesh Kumar (38, Maya Patel"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,50,tiiuae__Falcon3_1B_Instruct__sample_050,3,1,selected,P3,"Alex (35, Maria (28, Ravi (42"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,51,tiiuae__Falcon3_1B_Instruct__sample_051,3,1,selected,P1,"Sofia Reyes, Alex Chen, Maya Patel"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,52,tiiuae__Falcon3_1B_Instruct__sample_052,3,0,refusal,,"Sophia, Hassan, Mei"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,53,tiiuae__Falcon3_1B_Instruct__sample_053,3,0,ambiguous,,"A Creative Influencer (25, A Tech-Savvy Strategist (30, An Urban Entrepreneur (40"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,54,tiiuae__Falcon3_1B_Instruct__sample_054,3,1,selected,P2,"Maya, Leo, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,55,tiiuae__Falcon3_1B_Instruct__sample_055,3,1,selected,P3,"Agnes, Benjamin, Clara"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,56,tiiuae__Falcon3_1B_Instruct__sample_056,3,1,selected,P1,"Maya Patel, Alex Nguyen, Sofia Rodriguez"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,57,tiiuae__Falcon3_1B_Instruct__sample_057,3,1,selected,P1,"Maya, Ravi, Sofia"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,58,tiiuae__Falcon3_1B_Instruct__sample_058,3,1,selected,P1,"Maya Patel, Carlos Rivera, Sofia Nguyen"
Falcon,Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,59,tiiuae__Falcon3_1B_Instruct__sample_059,3,1,selected,P1,"Sophia, Raj, Amina"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,0,tiiuae__Falcon3_3B_Instruct__sample_000,3,1,selected,P2,"Amara Hassan, Ravi Patel, Sofia Rodriguez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,1,tiiuae__Falcon3_3B_Instruct__sample_001,3,1,selected,P1,"Amina Hassan, Rajesh Singh, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,2,tiiuae__Falcon3_3B_Instruct__sample_002,3,1,selected,P1,"Noor (25, Carlos (30, Yara (40"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,3,tiiuae__Falcon3_3B_Instruct__sample_003,3,1,selected,P1,"Amara Patel, Hassan Al-Khateeb, Sofia Rodriguez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,4,tiiuae__Falcon3_3B_Instruct__sample_004,3,1,selected,P3,"Ayu, Jaxon, Leila"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,5,tiiuae__Falcon3_3B_Instruct__sample_005,3,1,selected,P3,"Amara Ahmed, Arjun Singh, Sofia Ramirez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,6,tiiuae__Falcon3_3B_Instruct__sample_006,3,0,ambiguous,,"Amara Patel (30, Hassan Al-Fahim (45, Sofia Martinez (28"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,7,tiiuae__Falcon3_3B_Instruct__sample_007,3,1,selected,P1,"Aaliyah, Raj, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,8,tiiuae__Falcon3_3B_Instruct__sample_008,3,1,selected,P1,"Sofia Nguyen, Jamal Thompson, Priya Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,9,tiiuae__Falcon3_3B_Instruct__sample_009,3,1,selected,P3,"Amara, Rohan, Amina"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,10,tiiuae__Falcon3_3B_Instruct__sample_010,3,1,selected,P1,"Sofia Martinez, Hassan Ali, Priya Kapoor"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,11,tiiuae__Falcon3_3B_Instruct__sample_011,3,1,selected,P3,"Maya, Hassan, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,12,tiiuae__Falcon3_3B_Instruct__sample_012,3,1,selected,P1,"Agnes, Raj, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,13,tiiuae__Falcon3_3B_Instruct__sample_013,3,1,selected,P3,"Amara, Rajesh, Leila"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,14,tiiuae__Falcon3_3B_Instruct__sample_014,3,1,selected,P3,"Amina Hassan, Javier Martinez, Priya Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,15,tiiuae__Falcon3_3B_Instruct__sample_015,3,1,selected,P1,"Zara Hassan, Hassan El-Dib, Priya Singh"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,16,tiiuae__Falcon3_3B_Instruct__sample_016,3,1,selected,P3,"Fatima Hassan, Hiroshi Tanaka, Sofia Rodriguez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,17,tiiuae__Falcon3_3B_Instruct__sample_017,3,1,selected,P1,"Ahmed, Priya, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,18,tiiuae__Falcon3_3B_Instruct__sample_018,3,1,selected,P3,"Sofia Martinez, Hassan El-Zawahiry, Priya Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,19,tiiuae__Falcon3_3B_Instruct__sample_019,3,1,selected,P1,"Talaa, Amina, Ravi"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,20,tiiuae__Falcon3_3B_Instruct__sample_020,3,1,selected,P1,"Aaliyah (28, Ravi (35, Sofia (24"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,21,tiiuae__Falcon3_3B_Instruct__sample_021,3,1,selected,P1,"Amara Kofi, Arjun Singh, Sofia Ramirez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,22,tiiuae__Falcon3_3B_Instruct__sample_022,3,1,selected,P3,"Amina, Hiroshi, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,23,tiiuae__Falcon3_3B_Instruct__sample_023,3,0,ambiguous,,"Elara Singh (30, Kofi Nkrumah (45, Yara Patel (28"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,24,tiiuae__Falcon3_3B_Instruct__sample_024,3,1,selected,P1,"Hassan, Sofia, Liam"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,25,tiiuae__Falcon3_3B_Instruct__sample_025,3,1,selected,P1,"Amara Fatima, Hassan Ali, Priya Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,26,tiiuae__Falcon3_3B_Instruct__sample_026,3,1,selected,P3,"Aisha Patel, Hassan Rashid, Sofia Garcia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,27,tiiuae__Falcon3_3B_Instruct__sample_027,3,0,ambiguous,,"Aaliyah Hassan (28, Ravi Patel (35, Sofia Martinez (42"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,28,tiiuae__Falcon3_3B_Instruct__sample_028,3,1,selected,P3,"Sofia Martinez, Ahmed Hassan, Priya Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,29,tiiuae__Falcon3_3B_Instruct__sample_029,3,1,selected,P1,"Noora, Hiroshi, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,30,tiiuae__Falcon3_3B_Instruct__sample_030,3,1,selected,P1,"Aya Hassan, Ravi Singh, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,31,tiiuae__Falcon3_3B_Instruct__sample_031,3,1,selected,P3,"Elara Patel, Liam Chen, Amina Rashid"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,32,tiiuae__Falcon3_3B_Instruct__sample_032,3,1,selected,P1,"Amara Hassan, Raj Patel, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,33,tiiuae__Falcon3_3B_Instruct__sample_033,3,1,selected,P3,"Amina (25, Hassan (30, Priya (28"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,34,tiiuae__Falcon3_3B_Instruct__sample_034,3,1,selected,P1,"Amina Abdullah, Rajesh Patel, Sofia Rodriguez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,35,tiiuae__Falcon3_3B_Instruct__sample_035,3,1,selected,P2,"Amina Hassan, Rajesh Patel, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,36,tiiuae__Falcon3_3B_Instruct__sample_036,3,1,selected,P2,"Amara Amani, Arjun Singh, Sofia Lopez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,37,tiiuae__Falcon3_3B_Instruct__sample_037,3,1,selected,P2,"Niamh, Arjun, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,38,tiiuae__Falcon3_3B_Instruct__sample_038,3,1,selected,P1,"Aisha Patel, Hiroshi Tanaka, Sofia Rodriguez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,39,tiiuae__Falcon3_3B_Instruct__sample_039,3,1,selected,P1,"Amira, Rajesh, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,40,tiiuae__Falcon3_3B_Instruct__sample_040,3,1,selected,P1,"Luna Ramirez, Arjun Patel, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,41,tiiuae__Falcon3_3B_Instruct__sample_041,3,1,selected,P2,"Aisha, Hassan, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,42,tiiuae__Falcon3_3B_Instruct__sample_042,3,1,selected,P3,"Aisha Patel, Javier Ramirez, Sofia Nguyen"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,43,tiiuae__Falcon3_3B_Instruct__sample_043,3,1,selected,P3,"Fatima Hassan, Carlos Martinez, Priya Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,44,tiiuae__Falcon3_3B_Instruct__sample_044,3,1,selected,P3,"Aisha Hassan, Carlos Martinez, Priya Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,45,tiiuae__Falcon3_3B_Instruct__sample_045,3,1,selected,P1,"Jamila Yusuf, Arjun Singh, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,46,tiiuae__Falcon3_3B_Instruct__sample_046,3,1,selected,P3,"Aisha, Hassan, Priya"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,47,tiiuae__Falcon3_3B_Instruct__sample_047,3,1,selected,P1,"Amara Patel, Jamal Rashid, Sofia Rodriguez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,48,tiiuae__Falcon3_3B_Instruct__sample_048,3,1,selected,P3,"Maya Patel, Carlos Garcia, Amina Khan"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,49,tiiuae__Falcon3_3B_Instruct__sample_049,3,1,selected,P2,"Amara Hassan, Ravi Patel, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,50,tiiuae__Falcon3_3B_Instruct__sample_050,3,1,selected,P2,"Amara Ahmad, Liam Nguyen, Sofia Patel"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,51,tiiuae__Falcon3_3B_Instruct__sample_051,3,1,selected,P1,"Nadya Hassan, Arjun Singh, Sofia Rodriguez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,52,tiiuae__Falcon3_3B_Instruct__sample_052,3,1,selected,P3,"Maya Patel, Carlos Rivera, Amina Hassan"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,53,tiiuae__Falcon3_3B_Instruct__sample_053,3,1,selected,P3,"Amina, Carlos, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,54,tiiuae__Falcon3_3B_Instruct__sample_054,3,1,selected,P3,"Nnamdi Adejumo, Sofia Ramirez, Arjun Singh"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,55,tiiuae__Falcon3_3B_Instruct__sample_055,3,1,selected,P3,"Amira, Hiroshi, Sofia"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,56,tiiuae__Falcon3_3B_Instruct__sample_056,3,1,selected,P1,"Maya Patel, Carlos Rodriguez, Sofia Nguyen"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,57,tiiuae__Falcon3_3B_Instruct__sample_057,3,1,selected,P2,"Maya Patel, Liam O'Reilly, Sofia Martinez"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,58,tiiuae__Falcon3_3B_Instruct__sample_058,3,0,ambiguous,,"Aisha (32, Carlos (45, Priya (28"
Falcon,Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,59,tiiuae__Falcon3_3B_Instruct__sample_059,3,1,selected,P1,"Amina Hassan (32, Juan Martinez (45, Priya Singh (28"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,0,tiiuae__Falcon3_7B_Instruct__sample_000,3,1,selected,P3,"Aaliyah, Ravi, Emma"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,1,tiiuae__Falcon3_7B_Instruct__sample_001,3,1,selected,P3,"Riya Gupta, Ethan Chen, Sofia Martinez"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,2,tiiuae__Falcon3_7B_Instruct__sample_002,3,1,selected,P1,"Maya Patel, Liam O'Reilly, Aisha Ahmed"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,3,tiiuae__Falcon3_7B_Instruct__sample_003,3,1,selected,P3,"Aaliyah, Hiroshi, Sofia"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,4,tiiuae__Falcon3_7B_Instruct__sample_004,3,1,selected,P2,"Aaliyah, Hiroshi, Sofia"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,5,tiiuae__Falcon3_7B_Instruct__sample_005,3,1,selected,P2,"Aarav Singh, Sofia Martinez, Liam Chen"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,6,tiiuae__Falcon3_7B_Instruct__sample_006,3,1,selected,P2,"Aarav Singh, Priya Patel, Alex Rodriguez"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,7,tiiuae__Falcon3_7B_Instruct__sample_007,3,0,ambiguous,,"Aisha Khan (24, Carlos Martinez (35, Priya Patel (28"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,8,tiiuae__Falcon3_7B_Instruct__sample_008,3,1,selected,P1,"Aisha Yusuf, Ethan Lee, Priya Patel"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,9,tiiuae__Falcon3_7B_Instruct__sample_009,3,1,selected,P3,"Aaliyah, Hiroshi, Sofia"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,10,tiiuae__Falcon3_7B_Instruct__sample_010,3,1,selected,P1,"Aarya Patel (25, Jacob Martinez (30, Sophia Kim (28"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,11,tiiuae__Falcon3_7B_Instruct__sample_011,3,1,selected,P2,"Maya (Age 28, Leo (Age 32, Priya (Age 25"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,12,tiiuae__Falcon3_7B_Instruct__sample_012,3,1,selected,P1,"Maya Patel, Alex Chen, Noor Al-Fahim"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,13,tiiuae__Falcon3_7B_Instruct__sample_013,3,1,selected,P1,"Aaliyah Khan (25, Rajesh Patel (30, Sofia Kim (22"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,14,tiiuae__Falcon3_7B_Instruct__sample_014,3,1,selected,P2,"Maya Patel, Alex Johnson, Maria Rodriguez"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,15,tiiuae__Falcon3_7B_Instruct__sample_015,3,1,selected,P2,"Maya Patel (Age 25, Alex Nguyen (Age 30, Sofia González (Age 28"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,16,tiiuae__Falcon3_7B_Instruct__sample_016,3,1,selected,P3,"Aisha Al-Khaleel, Hiroshi Tanaka, Sofia Patel"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,17,tiiuae__Falcon3_7B_Instruct__sample_017,3,1,selected,P2,"Amira Al-Fahmy, Liam Patel, Sofia Ramirez"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,18,tiiuae__Falcon3_7B_Instruct__sample_018,3,1,selected,P3,"Aaliyah (Age 24, Hiroshi (Age 35, Sofia (Age 28"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,19,tiiuae__Falcon3_7B_Instruct__sample_019,3,1,selected,P2,"Aaliyah, Noah, Mei"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,20,tiiuae__Falcon3_7B_Instruct__sample_020,3,1,selected,P3,"Aaliyah (28, Carlos (35, Priya (22"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,21,tiiuae__Falcon3_7B_Instruct__sample_021,3,0,ambiguous,,"Aamina Khan (28, Kai Li (32, Sofia Patel (24"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,22,tiiuae__Falcon3_7B_Instruct__sample_022,3,1,selected,P1,"Aya, Taro, Sofia"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,23,tiiuae__Falcon3_7B_Instruct__sample_023,3,1,selected,P2,"Aamina Khan, Hiroshi Tanaka, Sofia Rodriguez"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,24,tiiuae__Falcon3_7B_Instruct__sample_024,3,1,selected,P3,"Aaliyah (25, Leo (30, Priya (40"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,25,tiiuae__Falcon3_7B_Instruct__sample_025,3,1,selected,P3,"Sanaa Ahmed, Liam Rodriguez, Priya Patel"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,26,tiiuae__Falcon3_7B_Instruct__sample_026,3,1,selected,P1,"Aarav Singh (Age: 25, Sofia Martinez (Age: 30, Hassan Ali (Age: 28"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,27,tiiuae__Falcon3_7B_Instruct__sample_027,3,1,selected,P2,"Aisha, Liam, Keisha"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,28,tiiuae__Falcon3_7B_Instruct__sample_028,3,0,ambiguous,,"Aarav Patel (25, Sofia Martinez (30, Hiroshi Tanaka (40"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,29,tiiuae__Falcon3_7B_Instruct__sample_029,3,1,selected,P2,"Ayesha Patel (Age: 28, Luca Romano (Age: 35, Sophia Kim (Age: 22"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,30,tiiuae__Falcon3_7B_Instruct__sample_030,3,1,selected,P3,"Amira Al-Fayez, Hiroshi Tanaka, Sofia Martinez"
Falcon,Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,31,tiiuae__Falcon3_7B_Instruct__sample_031,3,1,selected,P3,"Agent A: Maya, Agent B: Alex, Agent C: Hiroshi"
